point_index,x,y,z,segment_index,segment_u,segment_v,segment_edge_key,segment_weight,cumulative_cost
40,23.131495,102.857437,62.144001,1,178,10,0,0.624648,0.631484
41,22.948637,102.286007,62.272001,1,178,10,0,0.624648,0.631484
42,22.857208,101.714577,62.528001,1,178,10,0,0.624648,0.631484
43,22.857208,101.082194,62.698668,1,178,10,0,0.624648,0.631484
44,22.918161,100.388859,63.114668,1,178,10,0,0.624648,0.631484
45,22.948637,99.939334,63.914668,2,10,61,0,0.727971,1.256133
46,23.154352,99.428856,64.672001,2,10,61,0,0.727971,1.256133
47,23.131495,98.857426,65.344001,2,10,61,0,0.727971,1.256133
48,23.245781,98.285995,65.728001,2,10,61,0,0.727971,1.256133
49,23.245781,97.714565,66.144001,2,10,61,0,0.727971,1.256133
50,23.222924,97.143135,66.400001,2,10,61,0,0.727971,1.256133
51,23.337210,96.571705,66.656001,2,10,61,0,0.727971,1.256133
52,23.428638,96.000275,66.944001,2,10,61,0,0.727971,1.256133
53,23.611496,95.428844,67.072001,2,10,61,0,0.727971,1.256133
54,23.817211,94.857414,67.200001,2,10,61,0,0.727971,1.256133
55,23.908640,94.285984,67.200001,2,10,61,0,0.727971,1.256133
56,24.000069,93.714554,67.200001,2,10,61,0,0.727971,1.256133
57,24.000069,93.143124,67.200001,2,10,61,0,0.727971,1.256133
58,24.000069,92.571693,67.200001,2,10,61,0,0.727971,1.256133
59,24.091497,92.000263,67.200001,2,10,61,0,0.727971,1.256133
60,24.182926,91.428833,67.200001,2,10,61,0,0.727971,1.256133
61,24.388641,90.857403,67.200001,2,10,61,0,0.727971,1.256133
62,24.571499,90.285973,67.072001,2,10,61,0,0.727971,1.256133
63,24.754357,89.714542,66.944001,2,10,61,0,0.727971,1.256133
64,25.051500,89.143112,66.656001,2,10,61,0,0.727971,1.256133
65,25.325787,88.571682,66.400001,2,10,61,0,0.727971,1.256133
66,25.805788,88.000252,66.144001,2,10,61,0,0.727971,1.256133
67,26.285789,87.428822,65.728001,2,10,61,0,0.727971,1.256133
68,26.857220,86.857391,65.472001,2,10,61,0,0.727971,1.256133
69,27.428650,86.285961,64.928001,2,10,61,0,0.727971,1.256133
70,27.908651,85.714531,64.672001,2,10,61,0,0.727971,1.256133
71,28.297224,85.143101,64.256001,2,10,61,0,0.727971,1.256133
72,28.480081,84.571671,64.128001,2,10,61,0,0.727971,1.256133
73,28.571510,83.939288,64.000001,2,10,61,0,0.727971,1.256133
74,29.081988,83.725954,63.701334,3,61,71,0,0.431968,1.984104
75,29.653418,83.306905,63.200001,3,61,71,0,0.431968,1.984104
76,30.224848,83.154524,63.445334,4,71,109,0,0.737730,2.416072
77,30.857231,82.765951,63.200001,4,71,109,0,0.737730,2.416072
78,31.428661,82.285950,63.200001,4,71,109,0,0.737730,2.416072
79,31.908663,81.714520,62.912001,4,71,109,0,0.737730,2.416072
80,32.297235,81.143089,62.986668,4,71,109,0,0.737730,2.416072
81,32.510569,80.571659,62.858668,4,71,109,0,0.737730,2.416072
82,33.142952,80.571659,63.114668,5,109,132,0,0.603672,3.153802
83,33.775335,80.571659,63.285334,5,109,132,0,0.603672,3.153802
84,34.285812,80.480230,62.784001,6,132,264,0,0.583216,3.757474
85,34.857243,80.388801,62.528001,6,132,264,0,0.583216,3.757474
86,35.428673,80.183087,62.400001,6,132,264,0,0.583216,3.757474
87,36.000103,80.091658,62.272001,6,132,264,0,0.583216,3.757474
88,36.571533,80.000229,62.144001,6,132,264,0,0.583216,3.757474
89,37.142963,80.000229,61.856001,6,132,264,0,0.583216,3.757474
90,37.714394,80.091658,61.728001,6,132,264,0,0.583216,3.757474
91,38.285824,80.183087,61.600001,6,132,264,0,0.583216,3.757474
92,38.857254,80.388801,61.600001,6,132,264,0,0.583216,3.757474
93,39.428684,80.571659,61.728001,6,132,264,0,0.583216,3.757474
94,40.061067,80.784993,61.813334,6,132,264,0,0.583216,3.757474
95,40.632497,81.021184,62.144001,6,132,264,0,0.583216,3.757474
96,40.929641,81.653567,61.898668,7,264,282,0,0.431876,4.340689
97,41.142975,82.346902,61.856001,7,264,282,0,0.431876,4.340689
98,41.714405,82.560236,61.685334,8,282,335,0,0.423794,4.772565
99,42.194406,82.948809,61.600001,8,282,335,0,0.423794,4.772565
100,42.674408,83.428810,61.600001,8,282,335,0,0.423794,4.772565
101,43.040123,84.000240,61.600001,8,282,335,0,0.423794,4.772565
102,43.337267,84.571671,61.600001,8,282,335,0,0.423794,4.772565
103,43.512505,85.143101,61.600001,8,282,335,0,0.423794,4.772565
104,43.530283,85.714531,61.600001,8,282,335,0,0.423794,4.772565
105,44.122031,86.367231,61.685334,9,335,364,0,0.344783,5.196359
106,44.449651,86.857391,61.184001,10,364,461,0,0.469048,5.541142
107,44.754414,87.428822,60.800001,10,364,461,0,0.469048,5.541142
108,45.234415,87.939299,60.330668,10,364,461,0,0.469048,5.541142
109,45.755052,88.429459,59.772445,10,364,461,0,0.469048,5.541142
110,45.714417,89.082160,59.114668,11,461,431,0,0.670337,6.010190
111,45.714417,89.623114,58.400001,11,461,431,0,0.670337,6.010190
112,45.714417,90.011686,57.600001,11,461,431,0,0.670337,6.010190
113,45.622988,90.194544,56.800001,11,461,431,0,0.670337,6.010190
114,45.531559,90.285973,56.000001,11,461,431,0,0.670337,6.010190
115,45.325844,90.194544,55.200001,11,461,431,0,0.670337,6.010190
116,45.234415,90.011686,54.400001,11,461,431,0,0.670337,6.010190
117,45.142986,89.623114,53.600001,11,461,431,0,0.670337,6.010190
118,45.142986,89.143112,52.928001,11,461,431,0,0.670337,6.010190
119,45.051557,88.571682,52.256001,11,461,431,0,0.670337,6.010190
120,44.960129,88.000252,52.000001,11,461,431,0,0.670337,6.010190
121,44.845843,87.428822,51.584001,11,461,431,0,0.670337,6.010190
122,44.937271,86.857391,51.488001,11,461,431,0,0.670337,6.010190
123,45.051557,86.377390,50.944001,11,461,431,0,0.670337,6.010190
124,45.165844,85.927865,50.485334,11,461,431,0,0.670337,6.010190
125,45.142986,85.592626,49.856001,11,461,431,0,0.670337,6.010190
126,45.142986,85.379292,49.013334,12,431,426,0,0.606960,6.680527
127,45.142986,85.051672,48.512001,12,431,426,0,0.606960,6.680527
128,45.082034,84.571671,48.512001,12,431,426,0,0.606960,6.680527
129,45.021081,84.000240,48.885334,12,431,426,0,0.606960,6.680527
130,45.592511,82.285950,48.800001,13,426,456,0,0.425964,7.287488
131,45.470606,82.857380,48.800001,13,426,456,0,0.425964,7.287488
132,45.264891,83.428810,48.800001,13,426,456,0,0.425964,7.287488
133,45.021081,84.000240,48.885334,13,426,456,0,0.425964,7.287488
134,45.592511,82.285950,48.800001,14,456,478,0,0.347679,7.713452
135,45.866798,81.950711,48.085334,14,456,478,0,0.347679,7.713452
136,46.224894,81.470709,47.370667,14,456,478,0,0.347679,7.713452
137,46.019179,81.082137,46.485334,15,478,704,0,0.684578,8.061131
138,45.988703,80.571659,45.600001,15,478,704,0,0.684578,8.061131
139,46.194418,80.000229,44.800001,15,478,704,0,0.684578,8.061131
140,46.377276,79.428799,44.128001,15,478,704,0,0.684578,8.061131
141,46.674419,78.857368,43.456001,15,478,704,0,0.684578,8.061131
142,46.857277,78.285938,43.072001,15,478,704,0,0.684578,8.061131
143,47.040135,77.714508,42.656001,15,478,704,0,0.684578,8.061131
144,47.245849,77.143078,42.400001,15,478,704,0,0.684578,8.061131
145,47.337278,76.571648,42.144001,15,478,704,0,0.684578,8.061131
146,47.520136,76.000217,41.856001,15,478,704,0,0.684578,8.061131
147,47.702994,75.520216,41.728001,15,478,704,0,0.684578,8.061131
148,48.091566,75.040215,41.472001,15,478,704,0,0.684578,8.061131
149,48.571568,74.674499,41.472001,15,478,704,0,0.684578,8.061131
150,49.142998,74.285927,41.312001,15,478,704,0,0.684578,8.061131
151,49.714428,73.988783,41.472001,15,478,704,0,0.684578,8.061131
152,50.285858,73.714497,41.472001,15,478,704,0,0.684578,8.061131
153,50.857288,73.531639,41.600001,15,478,704,0,0.684578,8.061131
154,51.428719,73.325924,41.600001,15,478,704,0,0.684578,8.061131
155,52.000149,73.234495,41.728001,15,478,704,0,0.684578,8.061131
156,52.571579,73.143066,41.856001,15,478,704,0,0.684578,8.061131
157,53.143009,73.143066,42.144001,15,478,704,0,0.684578,8.061131
158,53.714439,73.143066,42.186667,15,478,704,0,0.684578,8.061131
159,54.224917,73.204019,42.229334,15,478,704,0,0.684578,8.061131
160,54.103012,73.714497,42.570667,16,704,696,0,0.430991,8.745708
161,53.897297,74.285927,43.114667,16,704,696,0,0.430991,8.745708
162,53.816027,74.857357,43.626667,16,704,696,0,0.430991,8.745708
163,54.224917,74.857357,44.256001,17,696,717,0,0.474476,9.176700
164,54.674442,74.918310,44.800001,17,696,717,0,0.474476,9.176700
165,55.367777,75.245930,45.045334,18,717,926,0,0.417369,9.651176
166,56.000160,75.520216,44.928001,18,717,926,0,0.417369,9.651176
167,56.571590,75.908789,44.800001,18,717,926,0,0.417369,9.651176
168,57.143021,76.091646,44.544001,18,717,926,0,0.417369,9.651176
169,57.714451,76.480219,44.256001,18,717,926,0,0.417369,9.651176
170,58.285881,76.754505,44.000001,18,717,926,0,0.417369,9.651176
171,58.857311,77.143078,43.744001,18,717,926,0,0.417369,9.651176
172,59.428741,77.531650,43.456001,18,717,926,0,0.417369,9.651176
173,60.000172,77.897366,43.328001,18,717,926,0,0.417369,9.651176
174,60.571602,78.285938,43.072001,18,717,926,0,0.417369,9.651176
175,61.143032,78.674511,42.944001,18,717,926,0,0.417369,9.651176
176,61.714462,79.040226,42.784001,18,717,926,0,0.417369,9.651176
177,62.285892,79.428799,42.656001,18,717,926,0,0.417369,9.651176
178,62.857323,79.817371,42.688001,18,717,926,0,0.417369,9.651176
179,63.489705,80.183087,42.528001,18,717,926,0,0.417369,9.651176
180,64.122088,80.571659,42.400001,18,717,926,0,0.417369,9.651176
181,64.632566,80.960232,42.944001,19,926,1241,0,0.330619,10.068544
182,65.143044,81.234518,43.328001,19,926,1241,0,0.330619,10.068544
183,65.714474,81.623091,43.872001,19,926,1241,0,0.330619,10.068544
184,66.285904,81.897377,44.128001,19,926,1241,0,0.330619,10.068544
185,66.857334,82.285950,44.544001,19,926,1241,0,0.330619,10.068544
186,67.428764,82.583093,44.672001,19,926,1241,0,0.330619,10.068544
187,68.000195,82.765951,44.800001,19,926,1241,0,0.330619,10.068544
188,68.571625,82.948809,44.800001,19,926,1241,0,0.330619,10.068544
189,69.143055,83.131666,44.800001,19,926,1241,0,0.330619,10.068544
190,69.714485,83.428810,44.800001,19,926,1241,0,0.330619,10.068544
191,70.285915,83.725954,44.672001,19,926,1241,0,0.330619,10.068544
192,70.857346,84.000240,44.416001,19,926,1241,0,0.330619,10.068544
193,71.428776,84.183098,44.000001,19,926,1241,0,0.330619,10.068544
194,72.000206,84.388813,43.584001,19,926,1241,0,0.330619,10.068544
195,72.571636,84.449765,43.285334,19,926,1241,0,0.330619,10.068544
196,73.143066,84.388813,43.872001,20,1241,1793,0,0.501641,10.399163
197,73.714497,84.091669,44.544001,20,1241,1793,0,0.501641,10.399163
198,74.285927,83.908811,44.928001,20,1241,1793,0,0.501641,10.399163
199,74.857357,83.611668,45.344001,20,1241,1793,0,0.501641,10.399163
200,75.428787,83.520239,45.472001,20,1241,1793,0,0.501641,10.399163
201,76.000217,83.337381,45.600001,20,1241,1793,0,0.501641,10.399163
202,76.571648,83.154524,45.600001,20,1241,1793,0,0.501641,10.399163
203,77.143078,82.857380,45.600001,20,1241,1793,0,0.501641,10.399163
204,77.714508,82.560236,45.728001,20,1241,1793,0,0.501641,10.399163
205,78.285938,82.285950,45.856001,20,1241,1793,0,0.501641,10.399163
206,78.857368,82.011663,46.144001,20,1241,1793,0,0.501641,10.399163
207,79.428799,81.623091,46.272001,20,1241,1793,0,0.501641,10.399163
208,80.000229,81.143089,46.400001,20,1241,1793,0,0.501641,10.399163
209,80.480230,80.571659,46.400001,20,1241,1793,0,0.501641,10.399163
210,80.960232,80.000229,46.272001,20,1241,1793,0,0.501641,10.399163
211,81.325947,79.428799,46.144001,20,1241,1793,0,0.501641,10.399163
212,81.714520,78.857368,45.856001,20,1241,1793,0,0.501641,10.399163
213,82.103092,78.285938,45.600001,20,1241,1793,0,0.501641,10.399163
214,82.468807,77.714508,45.216001,20,1241,1793,0,0.501641,10.399163
215,82.948809,77.204030,44.672001,20,1241,1793,0,0.501641,10.399163
216,83.428810,76.693553,44.000001,20,1241,1793,0,0.501641,10.399163
217,84.000240,77.021173,43.712001,21,1793,2084,0,0.445802,10.900804
218,84.571671,77.234507,43.584001,21,1793,2084,0,0.445802,10.900804
219,85.143101,77.531650,43.872001,21,1793,2084,0,0.445802,10.900804
220,85.653578,77.623079,44.256001,21,1793,2084,0,0.445802,10.900804
221,86.164056,77.714508,44.885334,21,1793,2084,0,0.445802,10.900804
222,86.796439,77.204030,44.800001,22,2084,2244,0,0.301499,11.346606
223,87.367869,76.754505,44.800001,22,2084,2244,0,0.301499,11.346606
224,87.725965,77.204030,44.800001,23,2244,2753,0,0.467757,11.648105
225,88.000252,77.714508,44.800001,23,2244,2753,0,0.467757,11.648105
226,88.274538,78.285938,44.800001,23,2244,2753,0,0.467757,11.648105
227,88.663111,78.857368,44.800001,23,2244,2753,0,0.467757,11.648105
228,89.143112,79.428799,44.800001,23,2244,2753,0,0.467757,11.648105
229,89.623114,80.000229,44.800001,23,2244,2753,0,0.467757,11.648105
230,90.103115,80.571659,44.800001,23,2244,2753,0,0.467757,11.648105
231,90.468830,81.051660,44.800001,23,2244,2753,0,0.467757,11.648105
232,90.948832,81.440233,44.800001,23,2244,2753,0,0.467757,11.648105
233,91.428833,81.714520,44.672001,23,2244,2753,0,0.467757,11.648105
234,92.000263,81.988806,44.544001,23,2244,2753,0,0.467757,11.648105
235,92.571693,82.285950,44.256001,23,2244,2753,0,0.467757,11.648105
236,93.143124,82.583093,44.128001,23,2244,2753,0,0.467757,11.648105
237,93.714554,82.765951,44.000001,23,2244,2753,0,0.467757,11.648105
238,94.285984,82.857380,44.000001,23,2244,2753,0,0.467757,11.648105
239,94.857414,82.948809,43.872001,23,2244,2753,0,0.467757,11.648105
240,95.428844,83.040238,43.744001,23,2244,2753,0,0.467757,11.648105
241,96.000275,83.245952,43.328001,23,2244,2753,0,0.467757,11.648105
242,96.571705,83.337381,42.944001,23,2244,2753,0,0.467757,11.648105
243,97.143135,83.520239,42.272001,23,2244,2753,0,0.467757,11.648105
244,97.653613,83.581192,41.685334,23,2244,2753,0,0.467757,11.648105
245,98.164090,83.756430,40.970667,23,2244,2753,0,0.467757,11.648105
246,98.796473,83.581192,41.429334,24,2753,3030,0,0.293413,12.115862
247,99.428856,83.611668,41.728001,24,2753,3030,0,0.293413,12.115862
248,100.000286,83.520239,42.272001,24,2753,3030,0,0.293413,12.115862
249,100.571716,83.634525,42.528001,24,2753,3030,0,0.293413,12.115862
250,101.143147,83.520239,42.944001,24,2753,3030,0,0.293413,12.115862
251,101.714577,83.520239,43.072001,24,2753,3030,0,0.293413,12.115862
252,102.286007,83.428810,43.200001,24,2753,3030,0,0.293413,12.115862
253,102.918390,83.367858,43.200001,24,2753,3030,0,0.293413,12.115862
254,103.550772,83.245952,43.114667,24,2753,3030,0,0.293413,12.115862
255,104.061250,83.367858,43.616001,25,3030,3093,0,0.307381,12.409275
256,104.571728,83.520239,44.000001,25,3030,3093,0,0.307381,12.409275
257,105.143158,83.520239,44.256001,25,3030,3093,0,0.307381,12.409275
258,105.714588,83.725954,44.672001,25,3030,3093,0,0.307381,12.409275
259,106.286018,83.611668,45.056001,25,3030,3093,0,0.307381,12.409275
260,106.857449,83.695478,45.728001,25,3030,3093,0,0.307381,12.409275
261,107.489831,83.489763,46.400001,25,3030,3093,0,0.307381,12.409275
262,107.611736,83.398334,47.200001,26,3093,3241,0,0.575431,12.716656
263,107.908880,83.154524,47.872001,26,3093,3241,0,0.575431,12.716656
264,108.183167,82.765951,48.544001,26,3093,3241,0,0.575431,12.716656
265,108.663168,82.377379,48.928001,26,3093,3241,0,0.575431,12.716656
266,109.143169,81.897377,49.344001,26,3093,3241,0,0.575431,12.716656
267,109.714600,81.531662,49.344001,26,3093,3241,0,0.575431,12.716656
268,110.286030,81.234518,49.216001,26,3093,3241,0,0.575431,12.716656
269,110.857460,80.937374,48.672001,26,3093,3241,0,0.575431,12.716656
270,111.428890,80.868803,48.000001,26,3093,3241,0,0.575431,12.716656
271,112.000320,80.571659,47.200001,26,3093,3241,0,0.575431,12.716656
272,112.571751,80.388801,46.656001,26,3093,3241,0,0.575431,12.716656
273,113.143181,79.908800,46.112001,26,3093,3241,0,0.575431,12.716656
274,113.714611,79.550704,45.888001,26,3093,3241,0,0.575431,12.716656
275,114.286041,79.223084,45.429334,26,3093,3241,0,0.575431,12.716656
276,114.857471,78.887845,45.472001,27,3241,3282,0,0.644052,13.292087
277,115.367949,78.583082,45.216001,27,3241,3282,0,0.644052,13.292087
278,115.878427,78.224986,44.629334,27,3241,3282,0,0.644052,13.292087
279,116.213666,77.714508,44.544001,28,3282,3327,0,0.640108,13.936139
280,116.663191,77.204030,44.256001,28,3282,3327,0,0.640108,13.936139
281,117.143192,76.693553,44.085334,28,3282,3327,0,0.640108,13.936139
282,117.714622,77.021173,43.872001,29,3327,3378,0,0.586254,14.576247
283,118.194624,77.325936,43.744001,29,3327,3378,0,0.586254,14.576247
284,118.583196,77.866889,43.370667,29,3327,3378,0,0.586254,14.576247
285,118.796530,78.285938,43.114667,29,3327,3378,0,0.586254,14.576247
286,119.428913,78.644035,43.498667,30,3378,3507,0,0.350973,15.162501
287,120.000343,78.857368,44.128001,30,3378,3507,0,0.350973,15.162501
288,120.571774,79.131655,44.800001,30,3378,3507,0,0.350973,15.162501
289,121.051775,79.428799,45.600001,30,3378,3507,0,0.350973,15.162501
290,121.440347,79.725942,46.464001,30,3378,3507,0,0.350973,15.162501
291,121.714634,79.954514,47.392001,30,3378,3507,0,0.350973,15.162501
292,122.286064,80.274515,48.064001,31,3507,3581,0,0.371250,15.513474
293,122.857494,80.632612,48.800001,31,3507,3581,0,0.371250,15.513474
294,123.428925,81.143089,48.928001,32,3581,3523,0,0.632410,15.884724
295,124.000355,81.714520,49.056001,32,3581,3523,0,0.632410,15.884724
296,124.480356,82.285950,49.472001,32,3581,3523,0,0.632410,15.884724
297,124.868929,82.857380,49.728001,32,3581,3523,0,0.632410,15.884724
298,125.051786,83.428810,50.272001,32,3581,3523,0,0.632410,15.884724
299,125.143215,84.000240,50.656001,32,3581,3523,0,0.632410,15.884724
300,125.051786,84.571671,51.328001,32,3581,3523,0,0.632410,15.884724
301,124.960358,85.143101,51.872001,32,3581,3523,0,0.632410,15.884724
302,124.663214,85.714531,52.544001,32,3581,3523,0,0.632410,15.884724
303,124.388927,86.285961,52.928001,32,3581,3523,0,0.632410,15.884724
304,123.908926,86.857391,53.472001,32,3581,3523,0,0.632410,15.884724
305,123.520353,87.428822,53.728001,32,3581,3523,0,0.632410,15.884724
306,123.131781,88.000252,54.144001,32,3581,3523,0,0.632410,15.884724
307,122.857494,88.571682,54.400001,32,3581,3523,0,0.632410,15.884724
308,122.583208,89.143112,54.784001,32,3581,3523,0,0.632410,15.884724
309,122.286064,89.714542,55.328001,32,3581,3523,0,0.632410,15.884724
310,121.988920,90.194544,56.000001,32,3581,3523,0,0.632410,15.884724
311,121.806063,90.583116,56.800001,32,3581,3523,0,0.632410,15.884724
312,121.714634,90.796450,57.600001,32,3581,3523,0,0.632410,15.884724
313,122.011778,90.285973,58.272001,33,3523,3520,0,0.547429,16.517134
314,122.103206,89.714542,58.816001,33,3523,3520,0,0.547429,16.517134
315,122.072730,89.143112,59.242668,33,3523,3520,0,0.547429,16.517134
316,121.775586,88.571682,59.626668,33,3523,3520,0,0.547429,16.517134
317,122.072730,88.000252,59.914668,34,3520,3559,0,0.570457,17.064563
318,122.103206,87.428822,60.256001,34,3520,3559,0,0.570457,17.064563
319,122.103206,86.857391,60.928001,34,3520,3559,0,0.570457,17.064563
320,121.988920,86.285961,61.600001,34,3520,3559,0,0.570457,17.064563
321,121.988920,85.805960,62.400001,34,3520,3559,0,0.570457,17.064563
322,122.103206,85.417387,63.200001,34,3520,3559,0,0.570457,17.064563
323,122.194635,85.325958,64.000001,34,3520,3559,0,0.570457,17.064563
324,122.286064,85.417387,64.800001,34,3520,3559,0,0.570457,17.064563
325,122.286064,85.805960,65.600001,34,3520,3559,0,0.570457,17.064563
326,122.286064,86.194532,66.400001,34,3520,3559,0,0.570457,17.064563
327,122.286064,86.644057,67.200001,34,3520,3559,0,0.570457,17.064563
328,122.286064,86.979296,67.914668,34,3520,3559,0,0.570457,17.064563
329,121.806063,87.489774,68.128001,35,3559,3720,0,1.182829,17.635020
330,121.417490,88.000252,68.256001,35,3559,3720,0,1.182829,17.635020
331,121.143204,88.571682,68.544001,35,3559,3720,0,1.182829,17.635020
332,120.960346,89.143112,68.672001,35,3559,3720,0,1.182829,17.635020
333,120.754631,89.714542,68.800001,35,3559,3720,0,1.182829,17.635020
334,120.663202,90.285973,68.800001,35,3559,3720,0,1.182829,17.635020
335,120.571774,90.857403,68.800001,35,3559,3720,0,1.182829,17.635020
336,120.571774,91.428833,68.800001,35,3559,3720,0,1.182829,17.635020
337,120.663202,92.000263,68.800001,35,3559,3720,0,1.182829,17.635020
338,120.754631,92.571693,68.800001,35,3559,3720,0,1.182829,17.635020
339,121.051775,93.051695,68.800001,35,3559,3720,0,1.182829,17.635020
340,121.326061,93.531696,68.800001,35,3559,3720,0,1.182829,17.635020
341,121.806063,93.897411,68.800001,35,3559,3720,0,1.182829,17.635020
342,122.286064,94.285984,68.800001,35,3559,3720,0,1.182829,17.635020
343,122.857494,94.583128,68.800001,35,3559,3720,0,1.182829,17.635020
344,123.428925,94.765985,68.800001,35,3559,3720,0,1.182829,17.635020
345,124.000355,94.857414,68.800001,35,3559,3720,0,1.182829,17.635020
346,124.571785,94.765985,68.800001,35,3559,3720,0,1.182829,17.635020
347,125.143215,94.674557,68.800001,35,3559,3720,0,1.182829,17.635020
348,125.714645,94.377413,68.800001,35,3559,3720,0,1.182829,17.635020
349,126.286076,94.103126,68.672001,35,3559,3720,0,1.182829,17.635020
350,126.857506,93.623125,68.544001,35,3559,3720,0,1.182829,17.635020
351,127.428936,93.143124,68.256001,35,3559,3720,0,1.182829,17.635020
352,127.908937,92.571693,68.000001,35,3559,3720,0,1.182829,17.635020
353,128.388939,92.000263,67.744001,35,3559,3720,0,1.182829,17.635020
354,128.663225,91.428833,67.456001,35,3559,3720,0,1.182829,17.635020
355,129.051798,90.857403,67.200001,35,3559,3720,0,1.182829,17.635020
356,129.326084,90.285973,66.816001,35,3559,3720,0,1.182829,17.635020
357,129.806086,89.714542,66.272001,35,3559,3720,0,1.182829,17.635020
358,130.194658,89.143112,65.600001,35,3559,3720,0,1.182829,17.635020
359,130.674660,88.663111,64.800001,35,3559,3720,0,1.182829,17.635020
360,130.948946,88.274538,64.000001,35,3559,3720,0,1.182829,17.635020
361,131.337519,88.091681,63.200001,35,3559,3720,0,1.182829,17.635020
362,131.611805,88.000252,62.400001,35,3559,3720,0,1.182829,17.635020
363,132.091806,88.091681,61.600001,35,3559,3720,0,1.182829,17.635020
364,132.571808,88.274538,60.800001,35,3559,3720,0,1.182829,17.635020
365,133.051809,88.663111,60.128001,35,3559,3720,0,1.182829,17.635020
366,133.440382,89.143112,59.584001,35,3559,3720,0,1.182829,17.635020
367,133.623239,89.714542,59.328001,35,3559,3720,0,1.182829,17.635020
368,133.714668,90.285973,59.200001,35,3559,3720,0,1.182829,17.635020
369,133.806097,90.857403,59.200001,35,3559,3720,0,1.182829,17.635020
370,133.897526,91.428833,59.200001,35,3559,3720,0,1.182829,17.635020
371,134.103241,92.000263,59.328001,35,3559,3720,0,1.182829,17.635020
372,134.194670,92.571693,59.456001,35,3559,3720,0,1.182829,17.635020
373,134.286098,93.143124,59.744001,35,3559,3720,0,1.182829,17.635020
374,134.286098,93.714554,60.000001,35,3559,3720,0,1.182829,17.635020
375,134.286098,94.285984,60.384001,35,3559,3720,0,1.182829,17.635020
376,134.286098,94.857414,60.928001,35,3559,3720,0,1.182829,17.635020
377,134.194670,95.428844,61.600001,35,3559,3720,0,1.182829,17.635020
378,134.103241,96.000275,62.400001,35,3559,3720,0,1.182829,17.635020
379,133.897526,96.571705,63.200001,35,3559,3720,0,1.182829,17.635020
380,133.714668,97.143135,64.000001,35,3559,3720,0,1.182829,17.635020
381,133.440382,97.714565,64.672001,35,3559,3720,0,1.182829,17.635020
382,133.051809,98.285995,65.344001,35,3559,3720,0,1.182829,17.635020
383,132.571808,98.857426,65.856001,35,3559,3720,0,1.182829,17.635020
384,132.000378,99.337427,66.400001,35,3559,3720,0,1.182829,17.635020
385,131.428947,99.817428,66.816001,35,3559,3720,0,1.182829,17.635020
